type,path,size,modification_time,sha256_hash
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-11_2024-01-15.csv,828,1705750567.50376,752eaccea6a877d24665d7a9801391a71483a2675eff9d82d9d4b718f789ce40
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-12_2023-12-20.csv,588,1703242640.3912654,63d4fa0bad45e7570e059479cd7496b947add0e34c3ce4c93094cdcd5a176550
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-12_2023-12-29.csv,828,1704144320.7110708,752eaccea6a877d24665d7a9801391a71483a2675eff9d82d9d4b718f789ce40
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-12_2024-01-08.csv,828,1704989017.2084737,752eaccea6a877d24665d7a9801391a71483a2675eff9d82d9d4b718f789ce40
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-13_2023-12-30.csv,828,1704221083.299915,752eaccea6a877d24665d7a9801391a71483a2675eff9d82d9d4b718f789ce40
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-16_2024-01-20.csv,821,1706177759.112283,cffff6b4b9e8e4317b15d56c223637c02c9ee8b72629bdea492abb6f3f13df2c
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-17_2024-01-21.csv,821,1706290945.327785,cffff6b4b9e8e4317b15d56c223637c02c9ee8b72629bdea492abb6f3f13df2c
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-28_2024-02-01.csv,1045,1707239775.6752045,71ae73329351c76f51f20faefdc3bbdfc21b5fb44b98bf967439569eed7283a8
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2023-12-29_2024-02-02.csv,1045,1707320864.2678833,71ae73329351c76f51f20faefdc3bbdfc21b5fb44b98bf967439569eed7283a8
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-01_2024-02-05.csv,1045,1707575308.6717014,71ae73329351c76f51f20faefdc3bbdfc21b5fb44b98bf967439569eed7283a8
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-03_2024-02-07.csv,1045,1707739633.3072426,71ae73329351c76f51f20faefdc3bbdfc21b5fb44b98bf967439569eed7283a8
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-11_2024-02-15.csv,1276,1708423458.3128903,ba140fd7606b52e190ce87d8e590ebdbf0a9e7891e01d2c9fc8f176d65019507
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-15_2024-02-19.csv,1276,1708772973.0762393,ba140fd7606b52e190ce87d8e590ebdbf0a9e7891e01d2c9fc8f176d65019507
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-16_2024-02-20.csv,1276,1708882238.6459582,ba140fd7606b52e190ce87d8e590ebdbf0a9e7891e01d2c9fc8f176d65019507
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-22_2024-02-26.csv,1274,1709410541.836126,32a17d2fc33810cc6c3798c05ac196302fb658cd22e1e000f9b7f142720984c6
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-24_2024-02-28.csv,1274,1709568957.161505,32a17d2fc33810cc6c3798c05ac196302fb658cd22e1e000f9b7f142720984c6
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-25_2024-02-29.csv,1041,1709637243.3946292,c190d7ade8452a1daa78191026950ea21fbae36f2955d560e3ef9976ea8c24c0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-01-26_2024-03-01.csv,1041,1709738992.923218,c190d7ade8452a1daa78191026950ea21fbae36f2955d560e3ef9976ea8c24c0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-02_2024-03-08.csv,810,1710363987.458449,712a5d346d02fd1139f539c8adef1254dfb97daa46582a0a222d99f154b0cd30
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-09_2024-03-15.csv,810,1710946172.0088825,712a5d346d02fd1139f539c8adef1254dfb97daa46582a0a222d99f154b0cd30
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-10_2024-03-16.csv,579,1711039199.1239119,6c36a6e18c97cbcda2a823e2cd0c2644a5e6ee24893c8308dadf974742f8c0fc
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-14_2024-03-20.csv,810,1711377300.733679,396a92b5273dce3824b703ada5f368794714c56dddb5026279798da6ed1e6793
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-18_2024-03-24.csv,1035,1711702443.3753612,fbbf2ebf30567b4063c36cb492f7b3df7cb0f2c974fb8ba25450a1197c608340
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-23_2024-03-29.csv,813,1712155880.3577187,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-26_2024-04-01.csv,813,1712406225.3831837,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-02-29_2024-04-04.csv,813,1712656641.1498914,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-02_2024-04-06.csv,813,1712828741.6634178,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-03_2024-04-07.csv,813,1712943449.9126294,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-08_2024-04-12.csv,813,1713341136.2240808,8788e09cb6836f2e0b2187895458e1f1f85cb9deae0566a57c26ead04df7d9fb
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-19_2024-04-23.csv,1556,1714343227.3985417,317bf27d7c8bda2a7f932dfc87f19982220c5efcd1c2db4a4720d90ef51ce6e3
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-28_2024-05-03.csv,1100,1715089934.5618238,76aff022292c02c3ab47545149f409232136e84874cc68dcabefbd2998fc8368
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-29_2024-05-04.csv,1100,1715161849.4375126,76aff022292c02c3ab47545149f409232136e84874cc68dcabefbd2998fc8368
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-03-31_2024-05-06.csv,1100,1715329723.0701878,76aff022292c02c3ab47545149f409232136e84874cc68dcabefbd2998fc8368
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNLRT92P12A459G_2024-04-06_2024-05-12.csv,1331,1715849167.413367,1ab2d3739e421b077cda91c082e2d5560af014fad5398f4a1e6ac571776e62bd
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-04-02_2022-07-01.csv,1285,1664541451.47338,59dddd120fd365a762bf526802ec375dc3a8738770e553d9b91d14ac4dcf1eb0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-06-03_2022-08-27.csv,1765,1662038180.8905005,8bd140d90dd352827446c10c71fd36c752822133408d7cc2d3a6975aba797a50
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-06-07_2022-08-31.csv,1765,1662379700.3204212,8bd140d90dd352827446c10c71fd36c752822133408d7cc2d3a6975aba797a50
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-06-23_2022-09-16.csv,2006,1663758230.289299,b8581bd22718b713c65d18e3b74ecfd8f236ae057b2d21163aa2db6148f0e18c
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-06-28_2022-09-21.csv,2007,1664210651.8268752,31a962b3a8936867de96afac22c8e3e2338eba71d76cdf299551860f8b9e93c7
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-07-02_2022-09-25.csv,2007,1664524364.0659916,31a962b3a8936867de96afac22c8e3e2338eba71d76cdf299551860f8b9e93c7
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-08-04_2022-09-30.csv,1768,1664807852.6667862,c1cd8360b5c51af9f0f512cfde0b30eace0c8f9377a846578019c85e781906aa
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BLNNCL85A18L840K_2022-08-05_2022-10-01.csv,1768,1664866409.0862126,c1cd8360b5c51af9f0f512cfde0b30eace0c8f9377a846578019c85e781906aa
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2021-11-03_2022-02-01.csv,1069,1666080742.6108737,f887546d2233aca8045826668f8a78da8261338be8a7c0a788844cd4dcb28064
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-04-02_2022-07-01.csv,1069,1664527775.4562793,e8e44309bcdfffb70bf36285c216e472f13120d29d8052a6e92f9f565d7bd0e2
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-05-31_2022-08-29.csv,1069,1662190409.7181036,77805cecc9ba81984d6318a2da202dfbdb69f847039c946924a48c18973d2196
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-06-06_2022-08-30.csv,1069,1662308612.85543,77805cecc9ba81984d6318a2da202dfbdb69f847039c946924a48c18973d2196
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-06-19_2022-09-12.csv,821,1663431829.9257452,85493448cc949de2c17a815ff1e546aae4dec95c1e2825cdaef5b58c88e37031
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-06-23_2022-09-16.csv,1069,1663743095.4518356,72c13f83847ef599ed62236151d8b653ab7b65e8806b3daf4580db9cfc8cde19
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-06-28_2022-09-21.csv,1069,1664198284.1491928,72c13f83847ef599ed62236151d8b653ab7b65e8806b3daf4580db9cfc8cde19
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-07-01_2022-09-24.csv,1069,1664452368.581989,72c13f83847ef599ed62236151d8b653ab7b65e8806b3daf4580db9cfc8cde19
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-07-08_2022-09-01.csv,821,1662452081.2765005,85493448cc949de2c17a815ff1e546aae4dec95c1e2825cdaef5b58c88e37031
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-05_2022-10-01.csv,821,1664868773.9244418,5cf07c810038d9c94390db90afe42b95af430c72f2dffc7cae3a4990586c360c
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-12_2022-11-05.csv,573,1668072038.043612,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-18_2022-10-12.csv,573,1666014512.3819056,998c899160aad33f998795e7045ac615e8457ba13e29de9910b3838a97ab0628
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-26_2022-11-14.csv,821,1669287914.5807483,3d083930bd559ddfb2e54985d48b454bbb4cdefdd252fd15bfa066ba36e9743b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-29_2022-10-23.csv,821,1666974607.5692582,3d083930bd559ddfb2e54985d48b454bbb4cdefdd252fd15bfa066ba36e9743b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-08-30_2022-10-24.csv,821,1667023856.3462417,3d083930bd559ddfb2e54985d48b454bbb4cdefdd252fd15bfa066ba36e9743b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-01_2022-10-26.csv,573,1667211569.9153442,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-04_2022-10-01.csv,573,1664891864.610068,998c899160aad33f998795e7045ac615e8457ba13e29de9910b3838a97ab0628
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-05_2022-10-30.csv,821,1667586865.1815991,3d083930bd559ddfb2e54985d48b454bbb4cdefdd252fd15bfa066ba36e9743b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-09_2022-10-06.csv,573,1665267053.897742,998c899160aad33f998795e7045ac615e8457ba13e29de9910b3838a97ab0628
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-22_2022-11-06.csv,573,1668161195.9877653,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-24_2022-11-03.csv,573,1668318476.0591967,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-09-29_2022-11-08.csv,573,1668810195.732841,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-10-12_2022-12-06.csv,821,1670729943.9214666,744e860c8766cba2646914e2ed8aa875ceb903f337008e2fa735d86c72ef4b45
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-10-13_2022-11-30.csv,821,1670004471.2239242,744e860c8766cba2646914e2ed8aa875ceb903f337008e2fa735d86c72ef4b45
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-10-17_2022-12-11.csv,573,1671206076.399096,8c2a028461c8240bd22eabdb432f5d2b5a2ad67b759719ea653c6805f62cd1b5
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-10-23_2022-11-02.csv,573,1667810190.4061854,363355c533fc66cbf7c24d05f636749fc3d1bad705d53335052aa0e3607c1750
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-10-27_2022-12-21.csv,821,1672060787.8754652,e2cfad55358a9ac043cc8e80d162a661d71d70773315d1c081ec5d1e981b8a0e
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-11-05_2022-12-30.csv,821,1672870644.7881417,e2cfad55358a9ac043cc8e80d162a661d71d70773315d1c081ec5d1e981b8a0e
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BNCLSN68C55A794F_2022-12-24_2023-01-16.csv,573,1674069224.7864242,69f8427685b766d0f2c9f52f871c64b6bf7e80b1a3b3b1c5fcfacebf2bd0e03d
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2021-11-03_2022-02-01.csv,6143,1666101651.827987,2b9ab0aea2a79d83d3bb8952cb5817ff66782865d85b66a9c8987a4237bf1acc
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-04-02_2022-07-01.csv,4716,1664532229.9838135,5897696e936867472b30b4f5855f1c3f5d9a2c8336c7c8987bcc3883117efa04
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-06-06_2022-08-30.csv,4468,1662311439.0423357,2b0be729cedb7b1cb5b576130613ded6d353a254d270f8ad6777a225a6d25801
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-06-23_2022-09-16.csv,4212,1663747932.104488,b125fc2c176e9f0f4e34a44d1c8e5cd723a0cf04d36b42e05390eb3c48b8a55b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-06-28_2022-09-21.csv,4212,1664200972.9057379,97c99dc1b792cb21c2101b2a32ea34d8f920f4d0c9636fab9d634b47a3ad1385
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-07-01_2022-09-24.csv,4212,1664454872.0647416,97c99dc1b792cb21c2101b2a32ea34d8f920f4d0c9636fab9d634b47a3ad1385
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-04_2022-09-30.csv,2755,1664812996.3482387,fa99d113bcc4d2cb791b2d078ece3c929f6ace112b4f589ce45665904926cf36
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-05_2022-10-01.csv,2755,1664872770.6434865,fa99d113bcc4d2cb791b2d078ece3c929f6ace112b4f589ce45665904926cf36
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-12_2022-11-05.csv,3739,1668081306.376709,b951a92eecd5952ec9901e6c2329d7b5eb9f95446096d556c6d76c46bf718a46
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-18_2022-10-12.csv,2519,1666016530.3013067,7b00986cc4b36037cc3ee2d4ee827f4accde3dbe13755912823fc80480f80a07
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-26_2022-11-14.csv,3976,1669294951.5501952,cb69c506150f07d84780cd73f3d191a76439131e55d146c6f6973bee4cb5ef22
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-29_2022-10-23.csv,2519,1666976740.002947,7d567fac2dc7d91fcd91be7bbfabef4f47788e14781d6fe6b55f25880652097f
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-08-30_2022-10-24.csv,2519,1667025931.9698637,cc0acc471005e5e04eeb4a74fa7c23f619e2b0d017957395826f13678d739f82
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-01_2022-10-26.csv,2519,1667217244.719662,cc0acc471005e5e04eeb4a74fa7c23f619e2b0d017957395826f13678d739f82
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-03_2022-10-28.csv,2519,1667396243.7033808,cc0acc471005e5e04eeb4a74fa7c23f619e2b0d017957395826f13678d739f82
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-04_2022-10-01.csv,1535,1664892853.762388,c4972d8dca35cfbfeed03cbe4541d681afaeadfc347f2f5ec4df42eeabd07b5b
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-09_2022-10-06.csv,1781,1665268042.0590484,c9861bc2a08c4672be9f3f3aa802e682b2573585aa633f8c24bb4f9e95323993
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-22_2022-11-06.csv,2273,1668166756.290199,e02dcfce8c3d22efc50b7f7668d9bc57b7bfa9025c202f17c14ab007195227f0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-24_2022-11-03.csv,2273,1668332677.1333077,e02dcfce8c3d22efc50b7f7668d9bc57b7bfa9025c202f17c14ab007195227f0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-09-29_2022-11-08.csv,2037,1668812427.1291573,df1d1719b287a35011528da23d5e05da86e618eae0351888e97f2eb3b31762f5
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-10-12_2022-12-06.csv,3002,1670732379.9937048,90b1c698c6060eda8892b4f529b7e599506ff22e71f96e20f0d8d48b18e44438
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-10-13_2022-11-30.csv,2756,1670015735.0187654,727b903af67cc9ec54d9e001761b940169e0f277162721ca554b27f318cb029f
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-10-17_2022-12-11.csv,3002,1671208688.702842,90b1c698c6060eda8892b4f529b7e599506ff22e71f96e20f0d8d48b18e44438
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-10-23_2022-11-02.csv,1053,1667825008.0157602,3328fac85535a31b6798529cbeac751fa7c12e22dbc476f4e98a952a690ceb51
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-10-27_2022-12-21.csv,3238,1672080006.8040473,16dbb36fc781932d5ad1dc8f66819bde19c50c3f58400b7e4134eb2e6f339164
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-11-06_2022-12-31.csv,3002,1672908084.5750997,c3341babfb468d2898f3a2a529c08ba3caf38234fbe6888cd992746ecb9470ee
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-16_2023-01-09.csv,1309,1673390621.2967422,791f3d4b784128e3d17aba08b671be5bb35a35d883191e0bbb87b67047984f45
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-19_2023-01-12.csv,1545,1673647516.6376982,54e2a2dac1a10e53b9467eedee063630cbee6eb9233984a459bfa5d209c03273
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-20_2023-01-11.csv,1299,1673713072.264279,8462cb6641b918ef2f807f4315807519effaed677f21085c9b92008d31041c62
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-21_2023-01-13.csv,1299,1673792670.008185,8462cb6641b918ef2f807f4315807519effaed677f21085c9b92008d31041c62
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-22_2023-01-14.csv,1299,1673881483.493573,8462cb6641b918ef2f807f4315807519effaed677f21085c9b92008d31041c62
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-24_2023-01-16.csv,1545,1674070810.9513996,58805da16193d3b53da80b743b847606aeab92664f58519603796b8ee23d94b9
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-26_2023-01-18.csv,1545,1674242757.3645809,58805da16193d3b53da80b743b847606aeab92664f58519603796b8ee23d94b9
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-29_2023-01-27.csv,1545,1674981815.3299296,9ccd18842ff7eb749ae35c2da97b10c19b99ccd7fddedf13c5280b33d21a010f
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2022-12-30_2023-01-28.csv,1545,1675116199.0026932,9ccd18842ff7eb749ae35c2da97b10c19b99ccd7fddedf13c5280b33d21a010f
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-01_2023-01-29.csv,1545,1675144563.51966,9ccd18842ff7eb749ae35c2da97b10c19b99ccd7fddedf13c5280b33d21a010f
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-01_2023-02-02.csv,2252,1675522892.2959323,e234d9f0709f1d0fbeca9563eeb3b37fe2311f1540bea57fe6496569567c5d9e
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-01_2023-02-03.csv,2252,1675842987.9485419,e234d9f0709f1d0fbeca9563eeb3b37fe2311f1540bea57fe6496569567c5d9e
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-01_2023-02-16.csv,2972,1676982675.448907,8e90af8ddb4bc5aca65be332fc4ff6c16577a324a0d3aed2bea82abe945d662d
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-01_2023-02-24.csv,3449,1677684496.145426,fd1af92534497f6d01b902f0b39e85927b1ae63edc81af051e6110441508a734
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-02_2023-02-04.csv,2252,1675933803.4950342,e234d9f0709f1d0fbeca9563eeb3b37fe2311f1540bea57fe6496569567c5d9e
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-05_2023-02-08.csv,2495,1676297878.9390101,9d9ad94c6a359d3aedaed2256f217b02a7e000fc8976f0a1098f55d9ceefbaa0
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-06_2023-03-01.csv,3685,1678099316.7837918,d8ca629265f09f95f3b371f50aa456f3903071beccafea318e0e7ccf471673e4
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-08_2023-03-03.csv,3685,1678277853.3704686,d8ca629265f09f95f3b371f50aa456f3903071beccafea318e0e7ccf471673e4
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-09_2023-02-24.csv,3206,1677666179.3676608,549e7953e732358aeab3cae76314218d4ed03453a806dabaedb74af288c13943
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-10_2023-03-05.csv,3206,1678442427.6396358,cd24ae8d6452fb7651f19e50beffa5be6497d460ec46d806a471390cc7b97e54
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-12_2023-03-08.csv,3449,1678705503.181793,d63658075d88f4f1573fb05935cc429f3c0bb7edd02aa8b829b9f8295c0282a2
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-24_2023-03-20.csv,3449,1679731299.7058635,edaac58089f30c93a2ee3d37d7ab65b2af4f402c3ed63c89270b2435e0d2e260
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-01-31_2023-03-27.csv,3215,1680371849.1997466,057adde32a3ce4f36ba94b989ad13f76dcd34443ca181c766af8ac70ca0fe836
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-02-06_2023-04-02.csv,3112,1680852256.7677503,c29b5683eefc2cc769f591ad5bc7962eb1b17c00bac655ab0b9525a0ce9cc5af
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-02-08_2023-05-06.csv,4622,1683630720.4390643,6e9248db56bb04ef8f281c3de802fa7d41a69fc1f21bf676f0704d62c995a495
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-02-09_2023-04-05.csv,3112,1681112537.746493,70bbee79f5d89b9bd7c946e5c66b350be2e05e6409029152e1e1302981031133
f,C:\Users\Stefy\Downloads\Source\FTA\CSV\BRTBBR68H56L840O_2023-02-10_2023-05-08.csv,4876,1683795018.9979477,a5c402dfa4f24e11563235e3a342e81b35211fcd8ba26b2dfc5ea18fed27d142
